Year,DOI,Title,OpenAlex Year,OpenAlex ID,OpenAlex Title,OpenAlex DOI,OpenAlex URL,OpenAlex Venue,OpenAlex Journal,OpenAlex Publisher,OpenAlex First Page,OpenAlex Last Page
2000,10.1109/VISUAL.2000.885684,Achieving color uniformity across multi-projector displays,2000.0,https://openalex.org/W2031478518,Achieving color uniformity across multi-projector displays,https://doi.org/10.5555/375213.375227,https://www.cs.unc.edu/~welch/media/pdf/vis00_color.pdf,,ieee visualization,IEEE Computer Society Press,117,124
2002,10.1109/VISUAL.2002.1183787,Seamster: inconspicuous low-distortion texture seam layout,2002.0,https://openalex.org/W2103827262,Seamster: inconspicuous low-distortion texture seam layout,https://doi.org/10.5555/602099.602144,http://ieeexplore.ieee.org/document/1183787/,,ieee visualization,IEEE Computer Society,291,298
2009,10.1109/TVCG.2009.145,FromDaDy: Spreading Aircraft Trajectories Across Views to Support Iterative Queries,2009.0,https://openalex.org/W2140381488,FromDaDy: Spreading Aircraft Trajectories Across Views to Support Iterative Queries,https://doi.org/10.1109/tvcg.2009.145,https://doi.org/10.1109/tvcg.2009.145,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1017,1024
2009,10.1109/TVCG.2009.179,Scattering Points in Parallel Coordinates,2009.0,https://openalex.org/W2097089704,Scattering Points in Parallel Coordinates,https://doi.org/10.1109/tvcg.2009.179,https://doi.org/10.1109/tvcg.2009.179,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1001,1008
2010,10.1109/TVCG.2010.210,Untangling Euler Diagrams,2010.0,https://openalex.org/W2117006370,Untangling Euler Diagrams,https://doi.org/10.1109/tvcg.2010.210,https://doi.org/10.1109/tvcg.2010.210,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1090,1099
2011,10.1109/TVCG.2011.233,Skeleton-Based Edge Bundling for Graph Visualization,2011.0,https://openalex.org/W2172232043,Skeleton-Based Edge Bundling for Graph Visualization,https://doi.org/10.1109/tvcg.2011.233,https://doi.org/10.1109/tvcg.2011.233,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2364,2373
1995,10.1109/INFVIS.1995.528689,Research report. Interacting with huge hierarchies: beyond cone trees,1995.0,https://openalex.org/W2535433266,Research report. Interacting with huge hierarchies: beyond cone trees,https://doi.org/10.1109/infvis.1995.528689,https://doi.org/10.1109/infvis.1995.528689,,ieee symposium on information visualization,IEEE Computer Society,74,81
1998,10.1109/VISUAL.1998.745296,A higher-order method for finding vortex core lines,1998.0,https://openalex.org/W2171904101,A higher-order method for finding vortex core lines,https://doi.org/10.5555/288216.288237,http://graphics.ethz.ch/Downloads/Publications/Papers/1998/p_Mro98.pdf,,ieee visualization,IEEE Computer Society Press,143,150
1998,10.1109/VISUAL.1998.745329,Progressive tetrahedralizations,1998.0,https://openalex.org/W2295335535,Progressive tetrahedralizations,https://doi.org/10.5555/288216.288328,https://dl.acm.org/doi/10.5555/288216.288328,,ieee visualization,,397,402
2000,10.1109/VISUAL.2000.885711,Geometric compression for interactive transmission,2000.0,https://openalex.org/W2159441529,Geometric compression for interactive transmission,https://doi.org/10.5555/375213.375262,http://dx.doi.org/10.1109/VISUAL.2000.885711,,ieee visualization,IEEE Computer Society Press,319,326
2001,10.1109/VISUAL.2001.964538,Visualization and interaction techniques for the exploration of vascular structures,2001.0,https://openalex.org/W2147798083,Visualization and interaction techniques for the exploration of vascular structures,https://doi.org/10.5555/601671.601734,http://doi.ieeecomputersociety.org/10.1109/VISUAL.2001.964538,,ieee visualization,IEEE Computer Society,395,402
2007,10.1109/VAST.2007.4388992,Stories in GeoTime,2007.0,https://openalex.org/W2087438815,Stories in GeoTime,https://doi.org/10.1145/1391107.1391109,http://dx.doi.org/10.1057/palgrave.ivs.9500173,,visual analytics science and technology,IEEE,3,17
2011,10.1109/TVCG.2011.186,"Design Study of LineSets, a Novel Set Visualization Technique",2011.0,https://openalex.org/W2159205441,"Design Study of LineSets, a Novel Set Visualization Technique",https://doi.org/10.1109/tvcg.2011.186,https://doi.org/10.1109/tvcg.2011.186,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2259,2267
1993,10.1109/VISUAL.1993.398859,HyperSlice - Visualization of Scalar Functions of Many Variables,1993.0,https://openalex.org/W2103111128,HyperSlice: visualization of scalar functions of many variables,https://doi.org/10.5555/949845.949871,https://doi.org/10.1109/VISUAL.1993.398859,,ieee visualization,IEEE Computer Society,119,125
2000,10.1109/VISUAL.2000.885685,Automatic alignment of high-resolution multi-projector displays using an uncalibrated camera,2002.0,https://openalex.org/W4238716399,Automatic alignment of high-resolution multi-projector displays using an uncalibrated camera,https://doi.org/10.1109/visual.2000.885685,https://doi.org/10.1109/visual.2000.885685,,Proceedings Visualization 2000. VIS 2000 (Cat. No.00CH37145),,,
2001,10.1109/VISUAL.2001.964503,Efficient Adaptive Simplification of Massive Meshes,2001.0,https://openalex.org/W2052749348,Efficient adaptive simplification of massive meshes,https://doi.org/10.5555/601671.601690,http://doi.org/10.1109/VISUAL.2001.964503,,ieee visualization,IEEE Computer Society,127,134
2005,10.1109/VISUAL.2005.1532818,The magic volume lens: an interactive focus+context technique for volume rendering,2005.0,https://openalex.org/W2141003035,The magic volume lens: an interactive focus+context technique for volume rendering,https://doi.org/10.1109/vis.2005.100,https://doi.org/10.1109/vis.2005.100,,ieee visualization,IEEE,367,374
2006,10.1109/TVCG.2006.140,Exploded Views for Volume Data,2006.0,https://openalex.org/W2131706088,Exploded Views for Volume Data,https://doi.org/10.1109/tvcg.2006.140,https://doi.org/10.1109/tvcg.2006.140,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1077,1084
2009,10.1109/TVCG.2009.167,MizBee: A Multiscale Synteny Browser,2009.0,https://openalex.org/W2024290096,MizBee: A Multiscale Synteny Browser,https://doi.org/10.1109/tvcg.2009.167,https://doi.org/10.1109/tvcg.2009.167,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,897,904
1995,10.1109/VISUAL.1995.485142,Voxel based object simplification,1995.0,https://openalex.org/W2171999055,Voxel based object simplification,https://doi.org/10.5555/832271.833850,http://doi.org/10.1109/VISUAL.1995.485142,,ieee visualization,IEEE Computer Society,296,303
1999,10.1109/VISUAL.1999.809902,Progressive compression and transmission of arbitrary triangular meshes,1999.0,https://openalex.org/W2084584372,Progressive compression and transmission of arbitrary triangular meshes,https://doi.org/10.5555/319351.319426,http://www.pascucci.org/pdf-presentations/vis99.pdf,,ieee visualization,IEEE Computer Society Press,307,316
2006,10.1109/TVCG.2006.186,Understanding the Structure of the Turbulent Mixing Layer in Hydrodynamic Instabilities,2006.0,https://openalex.org/W2131493622,Understanding the Structure of the Turbulent Mixing Layer in Hydrodynamic Instabilities,https://doi.org/10.1109/tvcg.2006.186,https://doi.org/10.1109/tvcg.2006.186,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1053,1060
2007,10.1109/TVCG.2007.70584,Querying and Creating Visualizations by Analogy,2007.0,https://openalex.org/W2116154101,Querying and Creating Visualizations by Analogy,https://doi.org/10.1109/tvcg.2007.70584,https://doi.org/10.1109/tvcg.2007.70584,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1560,1567
2003,10.1109/VISUAL.2003.1250385,Compression domain volume rendering,2003.0,https://openalex.org/W2102530643,Compression domain volume rendering,https://doi.org/10.1109/visual.2003.1250385,https://doi.org/10.1109/visual.2003.1250385,,ieee visualization,IEEE Computer Society,39,
2008,10.1109/TVCG.2008.128,Estimating Crossing fibers: A Tensor Decomposition Approach,2008.0,https://openalex.org/W2165471068,Estimating Crossing Fibers: A Tensor Decomposition Approach,https://doi.org/10.1109/tvcg.2008.128,https://doi.org/10.1109/tvcg.2008.128,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1635,1642
2008,10.1109/TVCG.2008.140,Importance-Driven Time-Varying Data Visualization,2008.0,https://openalex.org/W2131361270,Importance-Driven Time-Varying Data Visualization,https://doi.org/10.1109/tvcg.2008.140,https://doi.org/10.1109/tvcg.2008.140,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1547,1554
1997,10.1109/INFVIS.1997.636761,A spreadsheet approach to information visualization,1997.0,https://openalex.org/W2087894568,A spreadsheet approach to information visualization,https://doi.org/10.1145/263407.263513,https://doi.org/10.1145/263407.263513,,user interface software and technology,ACM,79,80
2003,10.1109/VISUAL.2003.1250357,Interactive deformation and visualization of level set surfaces using graphics hardware,2003.0,https://openalex.org/W2140743603,Interactive deformation and visualization of level set surfaces using graphics hardware,https://doi.org/10.1109/visual.2003.1250357,https://doi.org/10.1109/visual.2003.1250357,,ieee visualization,IEEE Computer Society,11,
2003,10.1109/VISUAL.2003.1250358,Signed distance transform using graphics hardware,2003.0,https://openalex.org/W2146481568,Signed distance transform using graphics hardware,https://doi.org/10.1109/visual.2003.1250358,https://doi.org/10.1109/visual.2003.1250358,,ieee visualization,IEEE Computer Society,12,
2007,10.1109/TVCG.2007.70568,Interactive Tree Comparison for Co-located Collaborative Information Visualization,2007.0,https://openalex.org/W2115517714,Interactive Tree Comparison for Co-located Collaborative Information Visualization,https://doi.org/10.1109/tvcg.2007.70568,https://doi.org/10.1109/tvcg.2007.70568,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1232,1239
2012,10.1109/TVCG.2012.252,PivotPaths: Strolling through Faceted Information Spaces,2012.0,https://openalex.org/W2117616434,PivotPaths: Strolling through Faceted Information Spaces,https://doi.org/10.1109/tvcg.2012.252,https://doi.org/10.1109/tvcg.2012.252,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2709,2718
1993,10.1109/VISUAL.1993.398875,Implicit stream surfaces,1993.0,https://openalex.org/W2125944019,Implicit stream surfaces,https://doi.org/10.5555/949845.949891,https://dblp.uni-trier.de/db/conf/visualization/visualization1993.html#Wijk93,,ieee visualization,IEEE Computer Society,245,252
1997,10.1109/VISUAL.1997.663869,Multiresolution tetrahedral framework for visualizing regular volume data,1997.0,https://openalex.org/W2069231485,Multiresolution tetrahedral framework for visualizing regular volume data,https://doi.org/10.5555/266989.267040,https://dblp.uni-trier.de/db/conf/visualization/visualization1997.html#ZhouCK97,,ieee visualization,IEEE Computer Society Press,135,142
2001,10.1109/INFVIS.2001.963291,"2D vs 3D, implications on spatial memory",2001.0,https://openalex.org/W2135962591,"2D vs 3D, implications on spatial memory",https://doi.org/10.1109/infvis.2001.963291,https://doi.org/10.1109/infvis.2001.963291,,ieee symposium on information visualization,IEEE Computer Society,139,145
2001,10.1109/VISUAL.2001.964527,Fitting Subdivision Surfaces,2001.0,https://openalex.org/W1979650518,Fitting subdivision surfaces,https://doi.org/10.5555/601671.601721,https://www.cin.ufpe.br/~sbm/CGartigos/fitting.pdf,,ieee visualization,IEEE Computer Society,319,324
2006,10.1109/VAST.2006.261421,A Visual Interface for Multivariate Temporal Data: Finding Patterns of Events across Multiple Histories,2006.0,https://openalex.org/W2167797188,A Visual Interface for Multivariate Temporal Data: Finding Patterns of Events across Multiple Histories,https://doi.org/10.1109/vast.2006.261421,https://doi.org/10.1109/vast.2006.261421,,visual analytics science and technology,IEEE,167,174
2007,10.1109/TVCG.2007.70529,Visualizing Changes of Hierarchical Data using Treemaps,2007.0,https://openalex.org/W2112426855,Visualizing Changes of Hierarchical Data using Treemaps,https://doi.org/10.1109/tvcg.2007.70529,https://doi.org/10.1109/tvcg.2007.70529,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1286,1293
2014,10.1109/TVCG.2014.2346574,Progressive Visual Analytics: User-Driven Visual Exploration of In-Progress Analytics,2014.0,https://openalex.org/W1989505216,Progressive Visual Analytics: User-Driven Visual Exploration of In-Progress Analytics,https://doi.org/10.1109/tvcg.2014.2346574,https://doi.org/10.1109/tvcg.2014.2346574,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1653,1662
2000,10.1109/VISUAL.2000.885716,A topology simplification method for 2D vector fields,2000.0,https://openalex.org/W2161319334,A topology simplification method for 2D vector fields,https://doi.org/10.5555/375213.375268,https://doi.org/10.1109/VISUAL.2000.885716,,ieee visualization,IEEE Computer Society Press,359,366
2003,10.1109/VISUAL.2003.1250413,A novel interface for higher-dimensional classification of volume data,2003.0,https://openalex.org/W1551898434,A novel interface for higher-dimensional classification of volume data,https://doi.org/10.1109/visual.2003.1250413,https://doi.org/10.1109/visual.2003.1250413,,ieee visualization,IEEE Computer Society,66,
2007,10.1109/TVCG.2007.70561,Hotmap: Looking at Geographic Attention,2007.0,https://openalex.org/W2122991194,Hotmap: Looking at Geographic Attention,https://doi.org/10.1109/tvcg.2007.70561,https://doi.org/10.1109/tvcg.2007.70561,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1184,1191
2009,10.1109/VAST.2009.5332628,Combining automated analysis and visualization techniques for effective exploration of high-dimensional data,2009.0,https://openalex.org/W2016016887,Combining automated analysis and visualization techniques for effective exploration of high-dimensional data,https://doi.org/10.1109/vast.2009.5332628,https://doi.org/10.1109/vast.2009.5332628,,visual analytics science and technology,IEEE,59,66
2014,10.1109/TVCG.2014.2346458,Fixed-Rate Compressed Floating-Point Arrays,2014.0,https://openalex.org/W2052440657,Fixed-rate compressed floating-point arrays,https://doi.org/10.1109/tvcg.2014.2346458,https://doi.org/10.1109/tvcg.2014.2346458,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2674,2683
2000,10.1109/VISUAL.2000.885703,Topology preserving and controlled topology simplifying multiresolution isosurface extraction,2000.0,https://openalex.org/W2039256085,Topology preserving and controlled topology simplifying multiresolution isosurface extraction,https://doi.org/10.5555/375213.375250,https://doi.org/10.1109/VISUAL.2000.885703,,ieee visualization,IEEE Computer Society Press,259,266
2003,10.1109/VISUAL.2003.1250363,Image based flow visualization for curved surfaces,2003.0,https://openalex.org/W2147109806,Image based flow visualization for curved surfaces,https://doi.org/10.1109/visual.2003.1250363,https://doi.org/10.1109/visual.2003.1250363,,ieee visualization,IEEE Computer Society,17,17
2006,10.1109/TVCG.2006.148,High-Level User Interfaces for Transfer Function Design with Semantics,2006.0,https://openalex.org/W2148420597,High-Level User Interfaces for Transfer Function Design with Semantics,https://doi.org/10.1109/tvcg.2006.148,https://doi.org/10.1109/tvcg.2006.148,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1021,1028
2007,10.1109/TVCG.2007.70518,Uncertainty Visualization in Medical Volume Rendering Using Probabilistic Animation,2007.0,https://openalex.org/W1990419021,Uncertainty Visualization in Medical Volume Rendering Using Probabilistic Animation,https://doi.org/10.1109/tvcg.2007.70518,https://doi.org/10.1109/tvcg.2007.70518,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1648,1655
1992,10.1109/VISUAL.1992.235217,Improving the visualization of hierarchies with treemaps: design issues and experimentation,1992.0,https://openalex.org/W2121760846,Improving the visualization of hierarchies with treemaps: design issues and experimentation,https://doi.org/10.5555/949685.949711,https://drum.lib.umd.edu/bitstream/1903/381/2/CS-TR-2901.pdf,,ieee visualization,IEEE Computer Society Press,124,131
2004,10.1109/INFVIS.2004.66,Topological Fisheye Views for Visualizing Large Graphs,2005.0,https://openalex.org/W2104706725,Topological fisheye views for visualizing large graphs,https://doi.org/10.1109/tvcg.2005.66,https://doi.org/10.1109/tvcg.2005.66,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,457,468
2004,10.1109/INFVIS.2004.70,User Experiments with Tree Visualization Systems,2004.0,https://openalex.org/W1966888503,User Experiments with Tree Visualization Systems,https://doi.org/10.1109/infovis.2004.70,http://dx.doi.org/10.1109/INFVIS.2004.70,,ieee symposium on information visualization,IEEE Computer Society,9,16
2002,10.1109/VISUAL.2002.1183777,Non-photorealistic volume rendering using stippling techniques,2002.0,https://openalex.org/W2097754443,Non-photorealistic volume rendering using stippling techniques,https://doi.org/10.5555/602099.602131,http://portal.acm.org/citation.cfm?id=602131,,ieee visualization,IEEE Computer Society,211,218
2003,10.1109/VISUAL.2003.1250412,Gaussian transfer functions for multi-field volume visualization,2003.0,https://openalex.org/W2126560733,Gaussian transfer functions for multi-field volume visualization,https://doi.org/10.1109/visual.2003.1250412,https://doi.org/10.1109/visual.2003.1250412,,ieee visualization,IEEE Computer Society,65,
2004,10.1109/INFVIS.2004.3,A Rank-by-Feature Framework for Unsupervised Multidimensional Data Exploration Using Low Dimensional Projections,2004.0,https://openalex.org/W2118150522,A Rank-by-Feature Framework for Unsupervised Multidimensional Data Exploration Using Low Dimensional Projections,https://doi.org/10.1109/infovis.2004.3,http://dx.doi.org/10.1109/INFVIS.2004.3,,ieee symposium on information visualization,IEEE,65,72
2008,10.1109/TVCG.2008.119,Continuous Scatterplots,2008.0,https://openalex.org/W2293090538,Continuous Scatterplots,https://doi.org/10.1109/tvcg.2008.119,https://doi.org/10.1109/tvcg.2008.119,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1428,1435
1998,10.1109/INFVIS.1998.729558,The generalized detail in-context problem,1998.0,https://openalex.org/W2148511263,The generalized detail in-context problem,https://doi.org/10.1109/infvis.1998.729558,https://doi.org/10.1109/infvis.1998.729558,,ieee symposium on information visualization,IEEE,44,51
2000,10.1109/VISUAL.2000.885712,Toward a compelling sensation of telepresence: demonstrating a portal to a distant (static) office,2000.0,https://openalex.org/W2044296999,Toward a compelling sensation of telepresence: demonstrating a portal to a distant (static) office,https://doi.org/10.5555/375213.375263,http://cs.unc.edu/Research/ootf/publications/Chen_vis00.pdf,,ieee visualization,IEEE Computer Society Press,327,333
2001,10.1109/VISUAL.2001.964517,Distance-field based skeletons for virtual navigation,2001.0,https://openalex.org/W2538614451,Distance-field based skeletons for virtual navigation,https://doi.org/10.5555/601671.601708,https://labs.cs.sunysb.edu/labs/papers/colonoscopy/Wan_Vis01.pdf,,ieee visualization,IEEE Computer Society,239,246
2006,10.1109/TVCG.2006.142,FacetMap: A Scalable Search and Browse Visualization,2006.0,https://openalex.org/W2170061697,FacetMap: A Scalable Search and Browse Visualization,https://doi.org/10.1109/tvcg.2006.142,https://doi.org/10.1109/tvcg.2006.142,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,797,804
2007,10.1109/TVCG.2007.70560,High-Quality Multimodal Volume Rendering for Preoperative Planning of Neurosurgical Interventions,2007.0,https://openalex.org/W2144034286,High-Quality Multimodal Volume Rendering for Preoperative Planning of Neurosurgical Interventions,https://doi.org/10.1109/tvcg.2007.70560,https://doi.org/10.1109/tvcg.2007.70560,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1696,1703
2008,10.1109/TVCG.2008.127,EMDialog: Bringing Information Visualization into the Museum,2008.0,https://openalex.org/W2137561086,EMDialog: Bringing Information Visualization into the Museum,https://doi.org/10.1109/tvcg.2008.127,https://doi.org/10.1109/tvcg.2008.127,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1181,1188
2009,10.1109/TVCG.2009.187,"Temporal Summaries: Supporting Temporal Categorical Searching, Aggregation and Comparison",2009.0,https://openalex.org/W2142349824,"Temporal Summaries: Supporting Temporal Categorical Searching, Aggregation and Comparison",https://doi.org/10.1109/tvcg.2009.187,https://doi.org/10.1109/tvcg.2009.187,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1049,1056
1995,10.1109/INFVIS.1995.528692,Case study. Visualising cyberspace: information visualisation in the Harmony Internet browser,1995.0,https://openalex.org/W2019046028,Case study. Visualising cyberspace: information visualisation in the Harmony Internet browser,https://doi.org/10.1109/infvis.1995.528692,https://doi.org/10.1109/infvis.1995.528692,,ieee symposium on information visualization,IEEE Computer Society,97,104
1997,10.1109/VISUAL.1997.663865,Building and traversing a surface at variable resolution,1997.0,https://openalex.org/W2054150189,Building and traversing a surface at variable resolution,https://doi.org/10.5555/266989.267035,http://ieeexplore.ieee.org/document/663865/,,ieee visualization,IEEE Computer Society Press,103,110
2005,10.1109/VISUAL.2005.1532839,Topology-based simplification for feature extraction from 3D scalar fields,2005.0,https://openalex.org/W2142822968,Topology-based simplification for feature extraction from 3D scalar fields,https://doi.org/10.1109/vis.2005.106,https://doi.org/10.1109/vis.2005.106,,ieee visualization,IEEE,535,542
2010,10.1109/TVCG.2010.154,FacetAtlas: Multifaceted Visualization for Rich Text Corpora,2010.0,https://openalex.org/W2130154693,FacetAtlas: Multifaceted Visualization for Rich Text Corpora,https://doi.org/10.1109/tvcg.2010.154,https://doi.org/10.1109/tvcg.2010.154,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1172,1181
1990,10.1109/VISUAL.1990.146387,Shape coding of multidimensional data on a microcomputer display,1990.0,https://openalex.org/W2157254270,Shape coding of multidimensional data on a microcomputer display,https://doi.org/10.5555/949531.949569,https://doi.org/10.1109/VISUAL.1990.146387,,ieee visualization,IEEE Computer Society Press,238,246
1994,10.1109/VISUAL.1994.346339,Implicit modeling of swept surfaces and volumes,1994.0,https://openalex.org/W2152600964,Implicit modeling of swept surfaces and volumes,https://doi.org/10.5555/951087.951099,https://dblp.uni-trier.de/db/conf/visualization/visualization1994.html#SchroederLL94,,ieee visualization,IEEE Computer Society Press,40,45
2001,10.1109/VISUAL.2001.964507,Continuous topology simplification of planar vector fields,2001.0,https://openalex.org/W2131621291,Continuous topology simplification of planar vector fields,https://doi.org/10.5555/601671.601695,https://www.cs.purdue.edu/homes/xmt/papers/continuous.pdf,,ieee visualization,IEEE Computer Society,159,166
2004,10.1109/INFVIS.2004.60,"Steerable, Progressive Multidimensional Scaling",2004.0,https://openalex.org/W2103994377,"Steerable, Progressive Multidimensional Scaling",https://doi.org/10.1109/infovis.2004.60,http://dx.doi.org/10.1109/INFVIS.2004.60,,ieee symposium on information visualization,IEEE Computer Society,57,64
2011,10.1109/TVCG.2011.190,Divided Edge Bundling for Directional Network Data,2011.0,https://openalex.org/W2132907133,Divided Edge Bundling for Directional Network Data,https://doi.org/10.1109/tvcg.2011.190,https://doi.org/10.1109/tvcg.2011.190,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2354,2363
2013,10.1109/TVCG.2013.143,Contour Boxplots: A Method for Characterizing Uncertainty in Feature Sets from Simulation Ensembles,2013.0,https://openalex.org/W2109657057,Contour Boxplots: A Method for Characterizing Uncertainty in Feature Sets from Simulation Ensembles,https://doi.org/10.1109/tvcg.2013.143,https://doi.org/10.1109/tvcg.2013.143,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2713,2722
1995,10.1109/INFVIS.1995.528691,Case study. Narcissus: visualising information,1995.0,https://openalex.org/W2538055499,Case study. Narcissus: visualising information,https://doi.org/10.1109/infvis.1995.528691,https://doi.org/10.1109/infvis.1995.528691,,ieee symposium on information visualization,IEEE Computer Society,90,96
2003,10.1109/VISUAL.2003.1250369,Fast volume segmentation with simultaneous visualization using programmable graphics hardware,2003.0,https://openalex.org/W2107679877,Fast volume segmentation with simultaneous visualization using programmable graphics hardware,https://doi.org/10.1109/visual.2003.1250369,https://doi.org/10.1109/visual.2003.1250369,,ieee visualization,IEEE Computer Society,23,
2005,10.1109/INFVIS.2005.1532129,Elastic hierarchies: combining treemaps and node-link diagrams,2005.0,https://openalex.org/W2150925050,Elastic hierarchies: combining treemaps and node-link diagrams,https://doi.org/10.1109/infovis.2005.12,https://doi.org/10.1109/infovis.2005.12,,ieee symposium on information visualization,IEEE Computer Society,8,8
1993,10.1109/VISUAL.1993.398846,Flow volumes for interactive vector field visualization,1993.0,https://openalex.org/W2101990964,Flow volumes for interactive vector field visualization,https://doi.org/10.5555/949845.949854,http://web.cse.ohio-state.edu/~crawfis/Publications/FlowVolumes93.pdf,,ieee visualization,IEEE Computer Society,19,24
1996,10.1109/VISUAL.1996.568116,UFLOW: visualizing uncertainty in fluid flow,1996.0,https://openalex.org/W2129572693,UFLOW: visualizing uncertainty in fluid flow,https://doi.org/10.5555/244979.245585,http://dx.doi.org/10.1109/VISUAL.1996.568116,,ieee visualization,IEEE Computer Society Press,249,254
1998,10.1109/VISUAL.1998.745285,A general method for preserving attribute values on simplified meshes,1998.0,https://openalex.org/W2136366761,A general method for preserving attribute values on simplified meshes,https://doi.org/10.5555/288216.288224,http://dblp.uni-trier.de/db/conf/visualization/visualization1998.html#CignoniMSR98,,ieee visualization,IEEE Computer Society Press,59,66
2004,10.1109/INFVIS.2004.5,An Evaluation of Microarray Visualization Tools for Biological Insight,2004.0,https://openalex.org/W2105208377,An Evaluation of Microarray Visualization Tools for Biological Insight,https://doi.org/10.1109/infovis.2004.5,http://infovis.cs.vt.edu/sites/default/files/InfoVis04-insight.pdf,,ieee symposium on information visualization,IEEE,1,8
2004,10.1109/VISUAL.2004.28,Dual marching cubes,2004.0,https://openalex.org/W2159860516,Dual Marching Cubes,https://doi.org/10.1109/visual.2004.28,https://doi.org/10.1109/visual.2004.28,,ieee visualization,IEEE Computer Society,489,496
2006,10.1109/TVCG.2006.200,Visualizing Business Data with Generalized Treemaps,2006.0,https://openalex.org/W2097345819,Visualizing Business Data with Generalized Treemaps,https://doi.org/10.1109/tvcg.2006.200,https://doi.org/10.1109/tvcg.2006.200,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,789,796
2007,10.1109/TVCG.2007.70580,Multi-Level Graph Layout on the GPU,2007.0,https://openalex.org/W2150770193,Multi-Level Graph Layout on the GPU,https://doi.org/10.1109/tvcg.2007.70580,https://doi.org/10.1109/tvcg.2007.70580,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1310,1319
2008,10.1109/TVCG.2008.118,Color Design for Illustrative Visualization,2008.0,https://openalex.org/W2140504904,Color Design for Illustrative Visualization,https://doi.org/10.1109/tvcg.2008.118,https://doi.org/10.1109/tvcg.2008.118,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1739,1754
2009,10.1109/VAST.2009.5333919,Visual opinion analysis of customer feedback data,2009.0,https://openalex.org/W1986725403,Visual opinion analysis of customer feedback data,https://doi.org/10.1109/vast.2009.5333919,https://doi.org/10.1109/vast.2009.5333919,,visual analytics science and technology,IEEE,187,194
2009,10.1109/TVCG.2009.138,Depth-Dependent Halos: Illustrative Rendering of Dense Line Data,2009.0,https://openalex.org/W2119026951,Depth-Dependent Halos: Illustrative Rendering of Dense Line Data,https://doi.org/10.1109/tvcg.2009.138,https://doi.org/10.1109/tvcg.2009.138,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1299,1306
